,click,hour,C1,banner_pos,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,id_int,site_id_int,site_domain_int,site_category_int,app_id_int,app_domain_int,app_category_int,device_id_int,device_ip_int,device_model_int
2442,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,8455167544919194935,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,8108000274926257034,-2722101368137954727
2443,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,2789630947944087846,8629950133425947508,111604357524640377,-2414393451864678829,-5181841859620160695,-904227634758625487,4844916605846005300,-3518045965299665547,-1553184468576486007,1645753973458660881
2444,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-7492838322937475529,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-6593045435812332444,3553263535699696302
2445,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-1686336977857874076,-3312401922539532671,-3568176610841147138,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-575478912804112952,7510558708812410848
2446,0,14102100,1005,0,1,0,20634,320,50,2374,3,39,-1,23,8285389421749371277,8629950133425947508,111604357524640377,-2414393451864678829,7250440917338814884,3043032295284308391,4844916605846005300,-3518045965299665547,-8430703720381843350,-1044459150445746263
2447,0,14102100,1005,1,1,0,19950,320,50,1800,3,167,100075,23,-895893695879641785,-6886358236811293385,4240859188818571211,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2037733283929791785,-3203218385020632329
2448,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,1408805978953873200,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4445814419863966807,3619324331441861614
2449,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,-2006274560134128564,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2857521473017217849,4360097529057734809
2450,0,14102100,1005,1,1,0,15706,320,50,1722,0,35,100084,79,-2483081229256088137,3904561706664822440,-8200604644668854278,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-6174873152547841373,-4173483247321349713
2451,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,5895925896408009977,4663828418375991918,-3031945133231986518,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,204648369147353847,5723757703468379062
2452,0,14102100,1005,1,1,0,15708,320,50,1722,0,35,-1,79,-2244334445807709139,-4088545692780412219,-8473439698887576564,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2943297095422729917,-7543481408653704015
2453,0,14102100,1005,1,1,0,16208,320,50,1800,3,167,100077,23,8900733079207386522,-6886358236811293385,4240859188818571211,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2185310681469553608,3617842697587675537
2454,1,14102100,1005,0,1,0,17653,300,250,1994,2,39,-1,33,8396056543086742288,-6006500867716285822,-4788160483375411076,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-4114790828181540404,8597697701124467158
2455,0,14102100,1002,0,0,0,17081,320,50,1921,3,47,100075,23,4234348594899061923,-2712717597167171980,7910755951892621350,-2414393451864678829,-3459646385640828756,8511753678100510838,-3690605714457023166,-2557945785321929760,-437660379305805602,-2719546465143809045
2456,0,14102100,1005,0,1,2,21611,320,50,2480,3,297,100111,61,4118405078341253439,8629950133425947508,111604357524640377,-2414393451864678829,2796734295743683022,-7959253635882269437,4844916605846005300,-3518045965299665547,2199211482068087301,-6056634509396681750
2457,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,-8569000541685832153,8629950133425947508,111604357524640377,-2414393451864678829,3626129432422193932,8511753678100510838,4844916605846005300,6323975481174259403,-49105330643630901,-3303993763850293900
2458,1,14102100,1005,1,1,0,20362,320,50,2333,0,39,-1,157,735060625209624539,-5002982258106992296,-2205168921301951712,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,6458004636626016451,282281965402865420
2459,1,14102100,1005,1,1,0,17753,320,50,1993,2,1063,-1,33,-5074786315051503258,519199084994882384,-8245037260675985886,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-3650767418056663216,1077005538450510539
2460,0,14102100,1005,0,1,0,16407,320,50,1835,1,431,-1,71,8303872424028072685,8629950133425947508,111604357524640377,-2414393451864678829,-5866201110772874213,-6327619399419000028,4844916605846005300,4754494391860838792,-3687727480628860735,5464422721975916386
2461,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,8345715899384983469,5648329286983610456,7421455112930957893,885715277795203547,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-5494819984211761878,7510558708812410848
2462,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,100131,157,-2622693420594026082,8629950133425947508,111604357524640377,-2414393451864678829,1019203843673676796,-6327619399419000028,4844916605846005300,-3518045965299665547,4396220519988405124,-3203218385020632329
2463,0,14102100,1005,0,1,2,15704,320,50,1722,0,35,-1,79,6284901461855640949,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-529783767133861863,-424180608307600166
2464,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,100079,48,6970624567813217617,3160657836048512948,-5298541064644175065,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,289696890627291601,-9179731162051863456
2465,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,-6882718873778631466,8629950133425947508,111604357524640377,-2414393451864678829,7744744357360030387,8511753678100510838,4844916605846005300,-4694348350358684891,13340942387454734,-839356163780486508
2466,1,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-8578393752526360441,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-3214470305930891085,-1489036081903642125
2467,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,7082751226522798931,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,7968940154746892743,9197397757978036876
2468,0,14102100,1002,0,0,0,17894,320,50,2039,2,39,100081,32,3506695581169170203,-4601552823409781234,111604357524640377,-2414393451864678829,-3459646385640828756,8511753678100510838,-3690605714457023166,-789948357199105029,-6972327367702393016,1528138411416935419
2469,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,6684913464607842337,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4831628697735468254,8597697701124467158
2470,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,-6346756418678799628,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,9220016597225063717,7501646206462426354
2471,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-2900084030204012709,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-5130551526562175279,-3203218385020632329
2472,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-8510343808214672697,5648329286983610456,7421455112930957893,885715277795203547,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,1483741271726270552,-6351624509581666973
2473,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,6322894259412206568,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,5046070946384506528,2965369251169064031
2474,0,14102100,1002,0,0,0,21200,320,50,2427,0,169,100106,91,-4234819152332579994,8629950133425947508,111604357524640377,-2414393451864678829,3202557873817836579,8511753678100510838,-3690605714457023166,6868847122427578740,-1037233727880254141,4457668758933578532
2475,1,14102100,1005,0,1,0,18993,320,50,2161,0,35,100034,157,-4608325337412987118,8629950133425947508,111604357524640377,-2414393451864678829,-7701367786166482469,-6327619399419000028,4844916605846005300,2841594876980803967,-7077324723571587616,379684325107141836
2476,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,2513271444772679483,8629950133425947508,111604357524640377,-2414393451864678829,1070191915287184238,8511753678100510838,4844916605846005300,-4682064080184214294,3822920497474002041,2520567297449712130
2477,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,100084,79,3208318334087685844,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2219601186277955534,4360097529057734809
2478,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,8101471315151787396,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-3919492019867810005,-7308059280339891578
2479,0,14102100,1005,1,1,0,20366,320,50,2333,0,39,100074,157,-7950380740582228731,-6886358236811293385,4240859188818571211,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-212321184461068614,3617842697587675537
2480,0,14102100,1005,0,1,3,15706,320,50,1722,0,35,-1,79,2140653321216361329,8629950133425947508,111604357524640377,-2414393451864678829,2212348886469687078,-6327619399419000028,7897939898949762738,-3352412241371311607,-1785667966360359194,9197397757978036876
2481,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-1714682043761607614,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-5358746163611328546,-2921979922612132726
2482,0,14102100,1005,0,1,2,18993,320,50,2161,0,35,-1,157,2831516388297244376,8629950133425947508,111604357524640377,-2414393451864678829,-5019445241186748898,133654332410032911,4844916605846005300,-3518045965299665547,-3316099288731597620,-662998938856388506
2483,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,100083,79,7020815241423247414,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,2242796837842273350,4360097529057734809
2484,1,14102100,1005,1,1,0,21610,300,50,2480,3,297,100111,61,1712346576148019418,8629950133425947508,111604357524640377,-2414393451864678829,-7014388571333728373,-3995970211500157311,4844916605846005300,-3518045965299665547,9162568448973434588,-3987734911957552136
2485,0,14102100,1005,1,1,0,20596,320,50,2161,0,35,-1,157,-5336630526249104769,-6989217011279992995,-2170154065774416367,-7038547838583795797,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-9136651850095673177,3600789906127338247
2486,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-329976928574452215,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4107262439293062110,-3203218385020632329
2487,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,991612359571550496,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,3088183679070370157,282281965402865420
2488,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,5188663405944685780,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,1442909209026606005,7501646206462426354
2489,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,4798975425720085536,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-5907353500166286839,-6351624509581666973
2490,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-4655424833603318964,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2948375069094553769,-3203218385020632329
2491,0,14102100,1005,0,1,0,20008,320,50,2283,0,163,-1,95,-4420724717267158442,-6488783445030814086,3500419223181600195,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-4323035778904961140,3617842697587675537
2492,0,14102100,1005,0,1,0,20634,320,50,2374,3,39,-1,23,-4187943630449180791,8629950133425947508,111604357524640377,-2414393451864678829,7250440917338814884,3043032295284308391,4844916605846005300,-257641615210270177,3586382376653851625,7568039529498303106
2493,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,100083,79,-1994891058329322129,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-6150096923686143124,8597697701124467158
2494,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,100084,79,1001797826682390339,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2152331221213239823,-9068659649458215538
2495,0,14102100,1005,0,1,2,15703,320,50,1722,0,35,-1,79,-6900259733364758286,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,3800762993016279771,-7215468400569239102
2496,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100083,79,-7290598963971365234,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-5718832608192704145,-6351624509581666973
2497,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,995667382443257689,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-3563033015074218940,-1489036081903642125
2498,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,-635199455219228515,1683353377056604349,-6802480992743140858,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-767670644790178822,328284463642228152
2499,0,14102100,1005,0,1,0,20751,320,50,1895,0,681,100028,101,5308351742279881312,8629950133425947508,111604357524640377,-2414393451864678829,-2828222101294193735,-904227634758625487,4844916605846005300,-3518045965299665547,9188132857171473535,-7260386610309103552
2500,0,14102100,1005,0,1,0,16208,320,50,1800,3,167,-1,23,6777530922398231506,1708282206706602409,-1749593886373544432,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-773355198565228778,5040047166956912583
2501,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,5659886220883905420,4663828418375991918,-3031945133231986518,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,1682239286200879394,-5529900132783647761
2502,0,14102100,1005,1,1,0,18993,320,50,2161,0,35,-1,157,4628979402997784353,-6989217011279992995,-2170154065774416367,-7038547838583795797,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,3457647121963560735,-4017719625710052202
2503,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-4340994670456289493,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,8112328166840225588,-5867302370968876178
2504,0,14102100,1005,0,1,2,17654,300,250,1994,2,39,100084,33,1360036665290037006,-6006500867716285822,-4788160483375411076,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4224741568094148346,7646209527225605788
2505,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,-1,48,-3362193352642876869,1270367656688006041,-850523507050597984,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,3255492595137826789,2451261877585656314
2506,0,14102100,1005,0,1,0,16615,320,50,1863,3,39,-1,23,-1549312861723152702,5603178155900385728,1864581853189975715,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-7223892420007138984,3086260236226053741
2507,0,14102100,1005,1,1,0,19950,320,50,1800,3,167,100077,23,7469128836436669418,-1857834942948503684,8865751444391354690,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,1346173367368498783,1976546491231690435
2508,1,14102100,1005,1,1,0,18092,320,50,2060,3,39,100171,23,-1688754802559995024,519199084994882384,-8245037260675985886,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-637005958520573377,5464422721975916386
2509,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-4106583821861090540,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-5109500884632220021,-7640128113763281063
2510,0,14102100,1001,0,1,2,20153,320,50,2307,3,163,-1,61,-3257198966408370387,-4198990588217999728,111604357524640377,-3303214519452071163,-3459646385640828756,8511753678100510838,-3690605714457023166,-2397003656948259185,-3301851784894852674,2520567297449712130
2511,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-4511313733164107476,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4721651739156786296,-6351624509581666973
2512,0,14102100,1005,1,1,0,18993,320,50,2161,0,35,100162,157,8185640660384950062,-6989217011279992995,-2170154065774416367,-7038547838583795797,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,6723907068115762794,3553263535699696302
2513,0,14102100,1005,1,1,0,20312,320,50,1780,0,1711,100077,48,5147245168333552529,7799975244545189497,1056620604650325018,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,1568483164727927555,-3256973560682595587
2514,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-7262100224845462893,-6018139839412859955,2631372269736687395,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,596268974924082879,3248574988192016516
2515,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,1485437287556974044,8629950133425947508,111604357524640377,-2414393451864678829,-6218904295786923315,8511753678100510838,4844916605846005300,8158192007634265877,-6104879256284352070,-7731432865395965414
2516,1,14102100,1005,0,1,0,19665,320,50,2253,2,303,-1,52,8069100928096267489,-7889472591249861757,-4693539028308983508,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-3795429631141646479,-5643530614900468152
2517,0,14102100,1005,0,1,0,4687,320,50,423,2,39,100148,32,2577306713806494077,8629950133425947508,111604357524640377,-2414393451864678829,7250440917338814884,3043032295284308391,4844916605846005300,6417143979091721403,-8385600957883680608,3553263535699696302
2518,0,14102100,1005,0,1,0,6559,320,50,571,2,39,-1,32,7737144969794601045,8629950133425947508,111604357524640377,-2414393451864678829,7250440917338814884,3043032295284308391,4844916605846005300,-5006626004681540443,-1367755458697727429,7119642937421895456
2519,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,6322933308656276950,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-6034515022705638140,9197397757978036876
2520,1,14102100,1005,0,1,0,15705,320,50,1722,0,35,100083,79,-7548091391247467628,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-3386617450536357367,-3267581453585588681
2521,0,14102100,1005,1,1,0,15703,320,50,1722,0,35,100084,79,8728854377680981050,-641975627517988525,-8200604644668854278,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-5446379930351865475,-2722101368137954727
2522,0,14102100,1005,0,1,0,18993,320,50,2161,0,35,-1,157,5573038918421384657,5648329286983610456,7421455112930957893,885715277795203547,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,7688152125456216731,3553263535699696302
2523,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,5837149942444220787,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2151050498839612245,-1489036081903642125
2524,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-620331808454343635,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-3035059928538916329,-6351624509581666973
2525,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,6554730402124331289,8545015167555081748,6665046633036159952,-8959707659974701566,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-8474014509965073775,-7640128113763281063
2526,0,14102100,1005,0,1,3,12000,320,50,1248,2,39,-1,13,-6761324582361761098,8629950133425947508,111604357524640377,-2414393451864678829,8776987610037786002,-6327619399419000028,-4840563325561674567,-7751412897417878858,-4201816621845556149,-6092794089359493343
2527,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-8950375683064291293,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-4694857067021311446,-7567863370427704837
2528,0,14102100,1002,0,0,0,21665,320,50,2493,3,35,-1,117,-2494090060745404905,8629950133425947508,111604357524640377,-2414393451864678829,3049879986953325253,8511753678100510838,-3690605714457023166,-2800780261172514379,-3230057397180937190,-9097407815550813685
2529,1,14102100,1005,1,1,0,17753,320,50,1993,2,1063,100084,33,-1040604773942668304,519199084994882384,-8245037260675985886,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,6518559841576036494,7119642937421895456
2530,0,14102100,1005,1,1,0,17614,320,50,1993,2,1063,-1,33,4018056437720318319,519199084994882384,-8245037260675985886,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,5337005633428450578,7510558708812410848
2531,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,8166288576305572429,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,2395531815099256934,8039138090052201654
2532,1,14102100,1005,0,1,0,15705,320,50,1722,0,35,100083,79,-7873071093823847580,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,3670926390106581974,-7567863370427704837
2533,1,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-5040147951175670122,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4242746582737052642,3553263535699696302
2534,0,14102100,1005,1,1,2,17614,320,50,1993,2,1063,-1,33,7947939749320675930,519199084994882384,-8245037260675985886,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,4721651739156786296,-803839732893956688
2535,1,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,7835990615102854786,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,5960888401168352251,1740964983288090333
2536,0,14102100,1005,1,1,0,15706,320,50,1722,0,35,-1,79,6605483803697430072,-641975627517988525,-8200604644668854278,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,418450919462485706,-8232029343530799034
2537,0,14102100,1005,0,1,0,20345,300,250,2331,2,39,-1,23,8793904376962412357,8629950133425947508,111604357524640377,-2414393451864678829,8126319687986252030,-6327619399419000028,4844916605846005300,-3518045965299665547,2622975516755049727,-1361965424112026027
2538,1,14102100,1005,1,1,0,20145,320,50,2306,3,39,-1,23,-5014242073982358526,4089364535609246112,-5412176534172857504,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,3656546174882883493,-7319275930707554258
2539,1,14102100,1005,0,1,0,20346,300,250,2331,2,39,-1,23,-7190027688989139731,3638998141550642658,4852775212303933258,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-5820895218336108672,-1708302089215088193
2540,0,14102100,1005,1,1,0,20969,320,50,2372,0,813,-1,46,3327241205032347016,77355931222921736,-6285966726496684777,-8959707659974701566,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,6825372270728634779,134478817663174778
2541,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,1225090956147720797,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,8382075318638277169,-4118515310004069049
2542,0,14102100,1005,1,1,0,18993,320,50,2161,0,35,-1,157,2929152495970698713,-6989217011279992995,-2170154065774416367,-7038547838583795797,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-606491852026707285,-3203218385020632329
2543,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,-4020412070506225796,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-4525273166556943297,8727214892637114949
2544,0,14102100,1005,0,1,2,15016,320,50,1637,0,161,100046,91,-7077150635517012754,8629950133425947508,111604357524640377,-2414393451864678829,-1945533900082555702,-6327619399419000028,4844916605846005300,-3518045965299665547,-3507710752844211742,7646209527225605788
2545,1,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-6533918005006547471,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-2346435027224181706,5464422721975916386
2546,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,100077,48,8219321115397089474,8438930769936714607,-8459012733113045359,-6827508670936997654,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,-754435310616667953,-1489036081903642125
2547,0,14102100,1005,0,1,0,20153,320,50,2307,3,163,-1,61,-3887081311318473759,8629950133425947508,111604357524640377,-2414393451864678829,8354668138158216956,-904227634758625487,4844916605846005300,-3518045965299665547,-6722725805972920918,-5115420050208868890
2548,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-7731337023468318401,8629950133425947508,111604357524640377,-2414393451864678829,-9075055671551372192,-4525918953571814762,-4840563325561674567,-3518045965299665547,4682959098774062747,282281965402865420
2549,0,14102100,1005,0,1,0,17914,320,50,2043,2,39,100084,32,-3363977045656440177,-7878683508794953843,-5335988271854940743,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,6532737800312880556,-2662986938824388571
2550,1,14102100,1005,0,1,0,20346,300,250,2331,2,39,-1,23,244110037454603029,-6006500867716285822,-4788160483375411076,-5331365291037693071,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,8625586621021848261,3016438176786535321
2551,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-8738528006542466771,8629950133425947508,111604357524640377,-2414393451864678829,1553116652916266168,-904227634758625487,7598674530867915909,-3518045965299665547,4960174618038763240,7306932399002132778
2552,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,8859170309509140799,1586783940683276736,-6461364947929047160,-6619379710939434495,-3459646385640828756,8511753678100510838,-3690605714457023166,-3518045965299665547,9133428950778117272,4739446670573367236
2553,0,14102100,1002,0,0,0,15700,300,50,1722,0,35,100084,79,5055903211944733671,-314232521116273458,575062453248098694,-2414393451864678829,-3459646385640828756,8511753678100510838,-3690605714457023166,-3031669470011434873,-7664312215431323077,4795236138464149688
2554,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-36878814625852848,8629950133425947508,111604357524640377,-2414393451864678829,-2483803314176205006,-500279518171581154,4844916605846005300,-3518045965299665547,-7926345587519356062,1645753973458660881
